Date,Impressions,Clicks
2022-08-16,25128,1369.0
2022-08-17,5009,491.0
2022-08-18,21644,498.0
2022-08-19,27422,2063.0
2022-08-20,14865,404.0
2022-08-21,7219,291.0
2022-08-22,44809,1693.0
2022-08-23,10287,979.0
2022-08-24,39387,3822.0
2022-08-25,13512,357.0
2022-08-26,6342,75.0
2022-08-27,48336,3615.0
2022-08-28,24216,1153.0
2022-08-29,32534,585.0
2022-08-30,19231,1375.0
2022-08-31,37293,2202.0
2022-09-01,31614,3105.0
2022-09-02,41258,1257.0
2022-09-03,33253,1541.0
2022-09-04,47078,2769.0
2022-09-05,45752,3717.0
2022-09-06,22988,1365.0
2022-09-07,36037,2348.0
2022-09-08,17219,522.0
2022-09-09,5235,451.0
2022-09-10,47929,2328.0
2022-09-11,6908,156.0
2022-09-12,13567,946.0
2022-09-13,41298,1216.0
2022-09-14,10256,192.0
2022-09-15,24019,2103.0
2022-09-16,13162,676.0
2022-09-17,10415,806.0
2022-09-18,41159,1488.0
2022-09-19,48925,3954.0
2022-09-20,10951,219.0
2022-09-21,26852,1128.0
2022-09-22,13007,1275.0
2022-09-23,46832,3814.0
2022-09-24,35523,1944.0
2022-09-25,28325,1149.0
2022-09-26,26204,2318.0
2022-09-27,20524,1211.0
2022-09-28,24282,1900.0
2022-09-29,28930,2252.0
2022-09-30,5077,58.0
2022-10-01,45345,968.0
2022-10-02,25611,1776.0
2022-10-03,21984,539.0
2022-10-04,19060,628.0
2022-10-05,22449,2137.0
2022-10-06,23520,1420.0
2022-10-07,48303,3746.0
2022-10-08,14510,873.0
2022-10-09,34287,2047.0
2022-10-10,33173,612.0
2022-10-11,44711,1830.0
2022-10-12,16954,600.0
2022-10-13,12804,578.0
2022-10-14,11565,946.0
2022-10-15,10984,477.0
2022-10-16,26526,1343.0
2022-10-17,42438,1942.0
2022-10-18,23574,433.0
2022-10-19,14184,704.0
2022-10-20,24096,665.0
2022-10-21,7192,192.0
2022-10-22,39016,720.0
2022-10-23,16246,683.0
2022-10-24,23381,1827.0
2022-10-25,41455,1445.0
2022-10-26,31727,1209.0
2022-10-27,9018,611.0
2022-10-28,16302,450.0
2022-10-29,6970,632.0
2022-10-30,46157,2622.0
2022-10-31,32202,1619.0
2022-11-01,36110,2173.0
2022-11-02,22586,563.0
2022-11-03,29519,1925.0
2022-11-04,36273,1548.0
2022-11-05,26951,2445.0
2022-11-06,20374,513.0
2022-11-07,10788,600.0
2022-11-08,10408,664.0
2022-11-09,30053,390.0
2022-11-10,14446,617.0
2022-11-11,5922,449.0
2022-11-12,38187,3201.0
2022-11-13,15789,602.0
2022-11-14,37184,3044.0
2022-11-15,6120,594.0
2022-11-16,49028,4271.0
2022-11-17,37154,764.0
2022-11-18,22334,1710.0
2022-11-19,7336,284.0
2022-11-20,43141,4269.0
2022-11-21,7243,388.0
2022-11-22,24029,505.0
2022-11-23,37265,2804.0
2022-11-24,42380,1655.0
2022-11-25,48872,4874.0
2022-11-26,28710,2818.0
2022-11-27,34486,2381.0
2022-11-28,11371,246.0
2022-11-29,11359,815.0
2022-11-30,45631,838.0
2022-12-01,40996,518.0
2022-12-02,25103,2110.0
2022-12-03,19382,559.0
2022-12-04,23755,1047.0
2022-12-05,40659,3968.0
2022-12-06,8756,353.0
2022-12-07,25609,939.0
2022-12-08,21478,1989.0
2022-12-09,40442,807.0
2022-12-10,44666,3500.0
2022-12-11,15147,1498.0
2022-12-12,38561,3513.0
2022-12-13,39884,2738.0
2022-12-14,10779,412.0
2022-12-15,17298,568.0
2022-12-16,19153,1603.0
2022-12-17,48879,4359.0
2022-12-18,15789,904.0
2022-12-19,49165,1572.0
2022-12-20,17999,362.0
2022-12-21,5814,103.0
2022-12-22,15541,1161.0
2022-12-23,29938,1431.0
2022-12-24,7443,680.0
2022-12-25,15457,1183.0
2022-12-26,15380,418.0
2022-12-27,12783,833.0
2022-12-28,49241,2422.0
2022-12-29,22368,1385.0
2022-12-30,20328,1553.0
2022-12-31,31215,2577.0
2023-01-01,38595,3316.0
2023-01-02,32306,1061.0
2023-01-03,24915,318.0
2023-01-04,44915,3437.0
2023-01-05,42219,826.0
2023-01-06,20343,780.0
2023-01-07,43727,452.0
2023-01-08,5126,365.0
2023-01-09,32632,817.0
2023-01-10,46563,3211.0
2023-01-11,49409,4904.0
2023-01-12,25530,422.0
2023-01-13,44964,761.0
2023-01-14,49327,2004.0
2023-01-15,8368,736.0
2023-01-16,8797,258.0
2023-01-17,18718,794.0
2023-01-18,39560,639.0
2023-01-19,16053,1263.0
2023-01-20,27116,1267.0
2023-01-21,41244,3230.0
2023-01-22,41185,3761.0
2023-01-23,6645,205.0
2023-01-24,24256,2005.0
2023-01-25,40840,625.0
2023-01-26,39622,3601.0
2023-01-27,42430,2909.0
2023-01-28,44282,3926.0
2023-01-29,7708,77.0
2023-01-30,16694,420.0
2023-01-31,14524,654.0
2023-02-01,36880,1628.0
2023-02-02,44224,1344.0
2023-02-03,41980,1861.0
2023-02-04,37409,807.0
2023-02-05,18224,859.0
2023-02-06,45738,3760.0
2023-02-07,30150,1601.0
2023-02-08,39393,457.0
2023-02-09,48082,2304.0
2023-02-10,12973,161.0
2023-02-11,13577,1316.0
2023-02-12,13070,280.0
2023-02-13,13666,1007.0
2023-02-14,41368,4035.0
2023-02-15,11783,993.0
2023-02-16,46914,3421.0
2023-02-17,9971,853.0
2023-02-18,18490,1818.0
2023-02-19,6990,460.0
2023-02-20,10299,621.0
2023-02-21,24956,1660.0
2023-02-22,27359,1585.0
2023-02-23,42148,2830.0
2023-02-24,33734,1703.0
2023-02-25,9757,289.0
2023-02-26,24097,501.0
2023-02-27,15395,248.0
2023-02-28,21241,715.0
2023-03-01,43356,613.0
2023-03-02,32696,1995.0
2023-03-03,9944,353.0
2023-03-04,24816,2089.0
2023-03-05,42011,700.0
2023-03-06,29917,908.0
2023-03-07,36195,2740.0
2023-03-08,26566,1697.0
2023-03-09,14916,235.0
2023-03-10,25806,2295.0
2023-03-11,14984,1332.0
2023-03-12,6759,268.0
2023-03-13,46949,1907.0
2023-03-14,31838,3152.0
2023-03-15,7482,496.0
2023-03-16,29442,1702.0
2023-03-17,38719,3307.0
2023-03-18,32965,1176.0
2023-03-19,7079,344.0
2023-03-20,7717,263.0
2023-03-21,32952,2669.0
2023-03-22,25908,1595.0
2023-03-23,47460,3288.0
2023-03-24,29861,976.0
2023-03-25,12311,367.0
2023-03-26,33071,1784.0
2023-03-27,28570,2182.0
2023-03-28,23449,1342.0
2023-03-29,38536,498.0
2023-03-30,43258,3814.0
2023-03-31,33865,535.0
2023-04-01,11645,1118.0
2023-04-02,43000,527.0
2023-04-03,31737,2300.0
2023-04-04,16485,286.0
2023-04-05,43565,4006.0
2023-04-06,30522,1581.0
2023-04-07,17342,388.0
2023-04-08,45806,1863.0
2023-04-09,18087,449.0
2023-04-10,42641,1081.0
2023-04-11,39249,3741.0
2023-04-12,15093,755.0
2023-04-13,21438,1736.0
2023-04-14,45411,3068.0
2023-04-15,31399,2225.0
2023-04-16,24846,542.0
2023-04-17,20708,643.0
2023-04-18,49039,3962.0
2023-04-19,15998,1557.0
2023-04-20,35678,1200.0
2023-04-21,15682,540.0
2023-04-22,13519,710.0
2023-04-23,36480,3594.0
2023-04-24,24694,844.0
2023-04-25,8300,387.0
2023-04-26,11722,1057.0
2023-04-27,44986,461.0
2023-04-28,29160,395.0
2023-04-29,25059,1612.0
2023-04-30,40822,3741.0
2023-05-01,18575,585.0
2023-05-02,12970,677.0
2023-05-03,39911,2017.0
2023-05-04,26591,1397.0
2023-05-05,36821,2431.0
2023-05-06,14503,758.0
2023-05-07,23922,1202.0
2023-05-08,17175,904.0
2023-05-09,46124,2914.0
2023-05-10,26389,1539.0
2023-05-11,5822,505.0
2023-05-12,22327,322.0
2023-05-13,11150,947.0
2023-05-14,9425,810.0
2023-05-15,21032,749.0
2023-05-16,7198,371.0
2023-05-17,25079,1240.0
2023-05-18,41220,1222.0
2023-05-19,46874,2142.0
2023-05-20,18859,263.0
2023-05-21,36419,1274.0
2023-05-22,13705,1144.0
2023-05-23,47880,1705.0
2023-05-24,28236,2361.0
2023-05-25,27419,1586.0
2023-05-26,24978,2227.0
2023-05-27,42609,2630.0
2023-05-28,20358,257.0
2023-05-29,39177,2773.0
2023-05-30,34378,482.0
2023-05-31,42334,2140.0
2023-06-01,16382,1534.0
2023-06-02,19596,487.0
2023-06-03,38572,1739.0
2023-06-04,18221,1379.0
2023-06-05,6279,561.0
2023-06-06,12083,850.0
2023-06-07,48861,1623.0
2023-06-08,22771,1610.0
2023-06-09,34975,1283.0
2023-06-10,24063,1796.0
2023-06-11,7106,681.0
2023-06-12,29557,2214.0
2023-06-13,25607,2244.0
2023-06-14,42599,434.0
2023-06-15,33529,2500.0
2023-06-16,40954,3467.0
2023-06-17,32856,448.0
2023-06-18,7573,669.0
2023-06-19,17808,589.0
2023-06-20,40367,2820.0
2023-06-21,41801,3429.0
2023-06-22,46196,3217.0
2023-06-23,39072,715.0
2023-06-24,28752,1830.0
2023-06-25,22685,1348.0
2023-06-26,46401,4223.0
2023-06-27,16372,759.0
2023-06-28,13996,544.0
2023-06-29,21458,1662.0
2023-06-30,36889,1738.0
2023-07-01,31665,2157.0
2023-07-02,43243,2948.0
2023-07-03,36653,3295.0
2023-07-04,31657,2022.0
2023-07-05,44952,2481.0
2023-07-06,27180,611.0
2023-07-07,36896,753.0
2023-07-08,17875,427.0
2023-07-09,6622,168.0
2023-07-10,45809,3087.0
2023-07-11,21725,1666.0
2023-07-12,45760,2640.0
2023-07-13,20646,1746.0
2023-07-14,22029,2185.0
2023-07-15,34402,2882.0
2023-07-16,9263,671.0
2023-07-17,35987,2084.0
2023-07-18,13646,687.0
2023-07-19,32529,572.0
2023-07-20,16664,765.0
2023-07-21,40737,3744.0
2023-07-22,40796,3374.0
2023-07-23,29027,854.0
2023-07-24,34373,1787.0
2023-07-25,41397,3456.0
2023-07-26,25609,411.0
2023-07-27,40835,1832.0
2023-07-28,43709,3788.0
2023-07-29,24250,1124.0
2023-07-30,26172,444.0
2023-07-31,16555,973.0
2023-08-01,26874,2353.0
2023-08-02,18081,1141.0
2023-08-03,29063,882.0
2023-08-04,11819,526.0
2023-08-05,30712,1551.0
2023-08-06,29762,1849.0
2023-08-07,16046,1257.0
2023-08-08,36463,689.0
2023-08-09,33769,3041.0
2023-08-10,28150,312.0
2023-08-11,7711,333.0
2023-08-12,9853,122.0
2023-08-13,34077,1545.0
2023-08-14,28863,1654.0
2023-08-15,26792,1501.0
2023-08-16,45483,1132.0
2023-08-17,13942,949.0
2023-08-18,6762,94.0
2023-08-19,36987,2906.0
2023-08-20,20850,1984.0
2023-08-21,17112,694.0
2023-08-22,29058,1643.0
2023-08-23,43890,1935.0
2023-08-24,5481,58.0
2023-08-25,37921,1696.0
2023-08-26,45385,3687.0
2023-08-27,6524,415.0
2023-08-28,39888,762.0
2023-08-29,20048,1728.0
2023-08-30,40111,2318.0
2023-08-31,42904,3679.0
2023-09-01,39008,2427.0
2023-09-02,5060,305.0
2023-09-03,14130,275.0
2023-09-04,23023,577.0
2023-09-05,18350,1788.0
2023-09-06,29354,897.0
2023-09-07,33145,3247.0
2023-09-08,39020,2258.0
2023-09-09,25587,568.0
2023-09-10,46131,873.0
2023-09-11,14650,421.0
2023-09-12,24933,2326.0
2023-09-13,25581,1209.0
2023-09-14,28393,1294.0
2023-09-15,28051,1071.0
2023-09-16,31212,725.0
2023-09-17,9090,490.0
2023-09-18,11960,259.0
2023-09-19,40772,3473.0
2023-09-20,26520,1149.0
2023-09-21,41408,1810.0
2023-09-22,33470,1762.0
2023-09-23,25491,1273.0
2023-09-24,6341,631.0
2023-09-25,49623,2931.0
2023-09-26,29791,534.0
2023-09-27,5338,344.0
2023-09-28,10895,257.0
2023-09-29,17254,220.0
2023-09-30,16344,1591.0
2023-10-01,6750,537.0
2023-10-02,7421,728.0
2023-10-03,44887,2379.0
2023-10-04,10319,597.0
2023-10-05,20896,525.0
2023-10-06,16918,545.0
2023-10-07,30064,2569.0
2023-10-08,32935,1385.0
2023-10-09,42641,3599.0
2023-10-10,34711,2562.0
2023-10-11,9806,254.0
2023-10-12,46360,2580.0
2023-10-13,17182,1219.0
2023-10-14,27297,850.0
2023-10-15,24541,2080.0
2023-10-16,33921,2002.0
2023-10-17,21774,541.0
2023-10-18,49813,3111.0
2023-10-19,42198,4218.0
2023-10-20,13820,325.0
2023-10-21,29070,2427.0
2023-10-22,9232,264.0
2023-10-23,16122,1296.0
2023-10-24,20023,1523.0
2023-10-25,13007,481.0
2023-10-26,22905,900.0
2023-10-27,46786,3804.0
2023-10-28,34398,1772.0
2023-10-29,39268,2975.0
2023-10-30,11737,273.0
2023-10-31,41062,3561.0
2023-11-01,30510,2257.0
2023-11-02,24426,2238.0
2023-11-03,42265,926.0
2023-11-04,22850,1448.0
2023-11-05,5614,358.0
2023-11-06,26776,1119.0
2023-11-07,29077,1490.0
2023-11-08,14374,192.0
2023-11-09,40435,3118.0
2023-11-10,35907,2134.0
2023-11-11,18409,279.0
2023-11-12,21514,1533.0
2023-11-13,34866,1813.0
2023-11-14,7983,104.0
2023-11-15,36705,3570.0
2023-11-16,25662,2448.0
2023-11-17,28510,1601.0
2023-11-18,17651,325.0
2023-11-19,45998,3583.0
2023-11-20,33535,1820.0
2023-11-21,11640,433.0
2023-11-22,49547,2686.0
2023-11-23,20317,1158.0
2023-11-24,12564,761.0
2023-11-25,32345,1607.0
2023-11-26,33687,2173.0
2023-11-27,18737,1736.0
2023-11-28,14323,610.0
2023-11-29,20229,1523.0
2023-11-30,49481,4478.0
2023-12-01,13502,689.0
2023-12-02,5545,276.0
2023-12-03,42114,2703.0
2023-12-04,34430,2176.0
2023-12-05,14996,1238.0
2023-12-06,32788,1733.0
2023-12-07,34969,3484.0
2023-12-08,18919,290.0
2023-12-09,8810,90.0
2023-12-10,35586,2406.0
2023-12-11,44974,1657.0
2023-12-12,46773,1479.0
2023-12-13,21371,813.0
2023-12-14,34629,1144.0
2023-12-15,13436,171.0
2023-12-16,17984,1752.0
2023-12-17,38039,1136.0
2023-12-18,24895,1893.0
2023-12-19,23155,1820.0
2023-12-20,15616,1462.0
2023-12-21,42129,537.0
2023-12-22,44837,3967.0
2023-12-23,29574,1699.0
2023-12-24,8430,564.0
2023-12-25,17676,1202.0
2023-12-26,15816,1325.0
2023-12-27,37733,1509.0
2023-12-28,25144,1910.0
2023-12-29,7050,405.0
2023-12-30,49460,4026.0
2023-12-31,38933,3860.0
